,item_id,disc_0,diff,margin,kappa,question_id_num,adv_score
27,q9,0.20660749,-0.5188493,-0.051481664,0.009503007,9,-0.051970895
28,q10,0.14425373,0.7355376,-0.037536263,0.004653156,10,-0.037710927
29,q11,0.5827714,-0.4303118,-0.12870878,0.06591773,11,-0.13719296
30,q12,0.3204298,-0.16737251,-0.08548844,0.02380979,12,-0.0875239
31,q13,0.024411201,0.5945509,-0.006391883,0.00013703108,13,-0.0063927593
32,q14,0.38190925,0.67295194,-0.10571855,0.03276533,14,-0.10918246
33,q15,0.095238194,-0.5052269,-0.024716139,0.0020909905,15,-0.024767818
34,q16,0.1338437,-0.5840842,-0.033454776,0.0039960146,16,-0.03358846
35,q17,0.1440401,0.8650659,-0.03597513,0.004441619,17,-0.036134917
36,q18,0.17527223,0.4175284,-0.0489676,0.0073931217,18,-0.049329624
37,q19,0.13024408,0.5328072,-0.03548199,0.003999412,19,-0.035623897
38,q21,0.6121219,-0.2856866,-0.1420824,0.07422322,21,-0.15262821
39,q22,0.06389055,0.65862256,-0.016612738,0.0009266138,22,-0.016628131
40,q23,0.39485422,0.4565915,-0.11145446,0.03599304,23,-0.11546605
41,q24,0.60007083,-0.0036267564,-0.15442473,0.07545322,24,-0.16607659
42,q25,0.5775132,-0.15690966,-0.14268857,0.06905651,25,-0.15254214
43,q26,0.11838622,0.34359264,-0.033153653,0.0034172535,26,-0.033266947
44,q27,0.11895246,0.49066386,-0.032599002,0.0033650994,27,-0.0327087
45,q28,0.95297396,-0.54584163,-0.1618197,0.13972378,28,-0.18442975
46,q29,0.6097866,-0.7760219,-0.11069089,0.06357831,29,-0.117728435
47,q30,0.02638127,0.6931297,-0.0067106485,0.00015544891,30,-0.0067116916
48,q31,0.3198814,-0.3428547,-0.08128917,0.022929609,31,-0.083153106
49,q32,0.9197095,-0.16038664,-0.19594854,0.14410752,32,-0.22418621
50,q33,0.90688175,-0.5593853,-0.15701598,0.12929589,33,-0.17731749
51,q34,0.48812452,-0.5754101,-0.1053915,0.046414495,34,-0.110283196
52,q35,0.29794547,0.05980211,-0.08314079,0.021245837,35,-0.08490719
53,q36,0.9747308,-0.0805424,-0.20987785,0.15862381,36,-0.24316947
54,q37,0.22559777,-0.18607272,-0.061282575,0.012134254,37,-0.0620262
55,q38,0.20601103,-0.05363052,-0.05740434,0.010328352,38,-0.057997227
56,q39,0.46094477,-0.97575194,-0.08114982,0.035731792,39,-0.08404945
57,q40,0.69899565,0.1847392,-0.18369257,0.09902793,40,-0.20188326
58,q41,0.2251685,0.37236008,-0.06345475,0.012215853,41,-0.0642299
59,q43,0.4218549,-0.41607335,-0.100595,0.037505805,43,-0.1043679
60,q44,0.43203768,-0.36129296,-0.104780495,0.039717972,44,-0.10894216
61,q45,0.09524218,0.68162394,-0.024822384,0.0020525455,45,-0.024873333
62,q46,0.76476884,-0.89213604,-0.11721659,0.08874923,46,-0.12761946
63,q47,0.04441725,1.0934334,-0.009684294,0.00037544966,47,-0.009687931
64,q48,0.43191546,-0.68896407,-0.090703666,0.03584969,48,-0.09395537
65,q49,0.7499185,-0.29918262,-0.16252398,0.102939665,49,-0.17925414
66,q50,0.2885642,-0.5176302,-0.06976855,0.018017054,50,-0.07102557
67,q51,0.37655765,0.607819,-0.10504663,0.032249928,51,-0.10843438
68,q52,0.036610045,0.39832646,-0.010053813,0.0003232956,52,-0.010057064
69,q53,0.35861754,-0.48751396,-0.08530599,0.027303755,53,-0.08763516
70,q54,0.49495596,0.2438265,-0.13734043,0.055010438,54,-0.14489558
71,q55,0.12534827,0.13828573,-0.0355452,0.0038952827,55,-0.035683658
72,q56,0.09043697,-0.37611508,-0.024303854,0.0019469261,56,-0.024351172
73,q58,0.031478416,-0.27057824,-0.008729517,0.0002425313,58,-0.008731634
74,q59,0.26331076,-0.011107225,-0.07317531,0.016682446,59,-0.07439605
75,q60,0.09450404,0.6164218,-0.025062263,0.0020587444,60,-0.02511386
76,q61,0.14753145,-0.058768194,-0.04138726,0.005358875,61,-0.041609053
77,q62,0.10608728,1.0350786,-0.02443567,0.002234161,62,-0.024490263
78,q63,0.090148225,0.9845928,-0.021072686,0.0016438961,63,-0.021107327
79,q64,0.49991384,-0.740428,-0.09857452,0.045650303,64,-0.10307447
80,q65,0.33075956,-0.3834956,-0.08262831,0.024172008,65,-0.08462561
81,q66,0.4297854,-0.36918825,-0.104017794,0.03926742,66,-0.10810231
82,q83,0.90802544,0.20441812,-0.22467124,0.14829826,83,-0.2579896
83,q84,0.03653611,0.09989472,-0.010354608,0.00033295155,84,-0.010358056
84,q85,0.7983356,-0.990369,-0.111928225,0.09159827,85,-0.122180656
85,q86,0.38054645,-0.6995945,-0.081578135,0.028354108,86,-0.08389121
86,q87,0.12930295,0.15969968,-0.036658883,0.0041401386,87,-0.036810655
87,q88,0.5795794,-0.61222595,-0.11723542,0.061807692,88,-0.12448147
88,q89,0.77966905,-0.9002134,-0.11770779,0.091305494,89,-0.12845516
89,q90,0.8595432,0.057270877,-0.20592177,0.13473648,90,-0.23366696
90,q91,0.018292766,0.69232684,-0.0046422184,7.468462e-05,91,-0.004642565
91,q92,0.34235436,-0.028261308,-0.0935815,0.02745992,92,-0.09615123
92,q93,0.12106687,0.8338193,-0.03032574,0.0031639934,93,-0.030421693
93,q94,1.0271691,-0.029969145,-0.22076535,0.17186499,94,-0.2587072
94,q95,0.37571687,-0.6309096,-0.083409786,0.028399825,95,-0.08577861
95,q96,0.90202,-0.34966114,-0.17638469,0.13499421,96,-0.20019561
96,q97,0.90273786,-0.56123894,-0.15651089,0.12834221,97,-0.17659783
97,q98,0.57808816,0.012747833,-0.15044391,0.07096666,98,-0.16112043
98,q99,0.9237573,0.06623442,-0.21641123,0.14986789,99,-0.24884433
99,q100,0.03246132,1.1929729,-0.0066920817,0.00019001961,100,-0.0066933534
100,q101,0.47767234,-0.23244943,-0.11922908,0.048935115,101,-0.12506357
101,q102,0.036156528,0.6958495,-0.009218007,0.00029212236,102,-0.0092207
102,q103,0.06627723,-0.37326166,-0.017920613,0.0010509491,103,-0.017939446
103,q104,0.01781113,0.8252035,-0.004311502,6.747246e-05,104,-0.004311793
104,q105,0.50868684,-0.5388505,-0.11065024,0.050498247,105,-0.116237886
105,q106,0.18630561,-0.26481608,-0.050207675,0.008257747,106,-0.050622277
106,q107,0.47568268,0.00641096,-0.12709051,0.050428152,107,-0.13349946
107,q108,1.0188347,-0.028157875,-0.22001946,0.16998845,108,-0.2574202
108,q109,0.787443,-0.8539331,-0.12196994,0.09441626,109,-0.13348588
109,q110,0.08383055,0.16526008,-0.023739368,0.0017452836,110,-0.023780799
110,q111,0.4912653,-0.6909897,-0.09992629,0.045093775,111,-0.104432344
111,q112,0.3530696,0.10615602,-0.09832674,0.029389024,112,-0.10121647
112,q113,0.12923077,0.36366898,-0.036150187,0.004059553,113,-0.03629694
113,q114,0.15137747,-0.30544144,-0.040755153,0.0054588914,114,-0.040977627
114,q115,0.21280013,-0.8846934,-0.045273602,0.008776069,115,-0.045670927
115,q116,0.7317633,-0.82734287,-0.11948472,0.08461082,116,-0.12959443
116,q117,0.050050013,0.79492146,-0.01239875,0.00054234266,117,-0.012405475
117,q118,0.023752248,0.77492607,-0.005870849,0.00012248755,118,-0.0058715683
118,q119,0.37761715,-0.75409067,-0.07889575,0.027369559,119,-0.08105508
119,q120,0.59962344,-0.6072877,-0.12031269,0.06559837,120,-0.128205
120,q121,0.065615654,0.038861845,-0.018609732,0.0010742545,121,-0.018629724
121,q122,0.071897686,-0.54557586,-0.018567204,0.0011846423,122,-0.0185892
122,q123,0.606644,-0.6149366,-0.120770395,0.06673652,123,-0.12883018
123,q124,0.15221336,0.06908637,-0.043081135,0.005729437,124,-0.043327965
124,q125,0.19823858,0.6266325,-0.053696036,0.009070814,125,-0.054183107
125,q126,0.38330686,-1.1758522,-0.062464356,0.023058653,126,-0.0639047
126,q127,0.5115931,0.058641724,-0.13707036,0.057694495,127,-0.14497855
127,q128,0.06778236,0.044225328,-0.019224852,0.0011460781,128,-0.019246886
128,q129,0.97584367,-0.026328187,-0.2151646,0.16011661,129,-0.24961604
129,q130,0.040464994,0.49025795,-0.010918319,0.000387609,130,-0.010922552
130,q131,0.92056084,0.07414545,-0.21659559,0.14926106,131,-0.24892487
131,q132,0.95238256,0.0064898245,-0.2152124,0.15538454,132,-0.24865308
132,q133,0.1883362,-0.47254473,-0.047955215,0.008047283,133,-0.048341125
133,q134,0.032666303,0.33261532,-0.009062082,0.00026023388,134,-0.00906444
134,q135,0.1371928,-0.62986964,-0.03369856,0.0041327477,135,-0.033837825
135,q136,0.019542374,0.6175303,-0.005076736,8.72612e-05,136,-0.005077179
136,q137,0.086999714,0.6577097,-0.022774845,0.0017232299,137,-0.022814093
137,q138,0.3139697,-0.51280886,-0.07529223,0.021151304,138,-0.07688476
138,q139,0.7894151,-0.18276197,-0.17699915,0.11418074,139,-0.19720906
139,q140,0.05362919,-0.010560982,-0.0151978135,0.00071775913,140,-0.015208722
140,q141,0.12696925,0.66123736,-0.033560783,0.003679812,141,-0.03368428
141,q142,0.27289456,-0.31913736,-0.07088846,0.017068684,142,-0.07209843
142,q143,0.13735187,-0.07822324,-0.03849697,0.0046464205,143,-0.038675845
143,q144,0.12918825,-0.09869921,-0.03616184,0.0041093826,144,-0.03631044
144,q145,0.04284564,0.27909592,-0.011987001,0.00045120716,145,-0.011992409
145,q146,0.28240913,0.24164402,-0.07991448,0.019200742,146,-0.081448905
146,q147,0.0216242,1.1011922,-0.00464499,8.815527e-05,147,-0.0046453997
147,q148,0.01840751,0.4715454,-0.0049631,8.034706e-05,148,-0.0049634986
148,q149,0.09536867,-0.8106252,-0.022178411,0.0018906593,149,-0.022220343
149,q150,0.018676205,0.9571342,-0.004284084,7.0273876e-05,150,-0.004284385
150,q151,0.8993243,-0.18549368,-0.19124055,0.13885671,151,-0.21779557
151,q152,0.2058252,0.07210085,-0.058064878,0.010379434,152,-0.05866756
152,q153,0.11343115,-0.06681487,-0.03190881,0.003183484,153,-0.03201039
153,q154,0.08803709,1.018333,-0.02026686,0.0015440583,154,-0.020298153
154,q155,0.110337585,-0.75132555,-0.026134372,0.0025792122,155,-0.026201777
155,q156,0.4148785,-0.19803326,-0.10689652,0.038237333,156,-0.11098396
156,q157,0.65655345,-0.051650878,-0.1633709,0.08706063,157,-0.1775941
157,q158,0.18037117,0.83654714,-0.04601696,0.0070619583,158,-0.04634193
158,q159,0.9598968,-0.33273312,-0.18355596,0.14838517,159,-0.21079294
159,q160,0.021456346,0.5794853,-0.0056369007,0.000106334686,160,-0.0056375
160,q161,0.3984707,0.2589573,-0.11201802,0.03697616,161,-0.116160005
161,q162,0.7269364,-0.22206476,-0.16481417,0.099597394,162,-0.18122925
162,q163,0.63947535,-0.8187016,-0.11115217,0.06780124,163,-0.11868843
163,q164,0.8481442,-0.46212873,-0.16069996,0.119831204,164,-0.17995684
164,q165,0.07596193,0.8973787,-0.018288612,0.0012068748,165,-0.018310685
165,q166,0.10248795,-0.36843178,-0.027512968,0.0024981499,166,-0.0275817
166,q167,0.061623678,0.79385126,-0.01533407,0.0008241534,167,-0.015346709
167,q168,0.12882425,0.86211276,-0.032039672,0.0035494566,168,-0.032153394
168,q169,0.01670148,0.9107239,-0.00390473,5.733967e-05,169,-0.003904954
169,q170,0.8761828,-0.36401984,-0.17240977,0.12886411,170,-0.1946272
170,q171,0.8694053,-0.5539314,-0.15440631,0.1214633,171,-0.17316101
171,q172,0.03766899,1.2154022,-0.0076957643,0.00025331974,172,-0.0076977136
172,q173,0.7414934,-0.8849083,-0.11592829,0.084596574,173,-0.12573543
173,q174,0.6763023,0.06391617,-0.17326379,0.09277707,174,-0.18933868
