,item_id,disc_0,diff,margin,kappa,question_id_num,adv_score
88,q67,3.1169276,-0.42930454,0.17926916,0.8778066,67,0.33663282
89,q84,2.9124272,-0.59571636,0.17082494,0.8470508,84,0.31552234
90,q96,1.0126834,-1.5392412,0.040256083,0.1568523,96,0.04657034
91,q105,2.0425212,0.34681526,0.10281372,0.5760344,105,0.16203797
92,q138,4.019688,1.6790192,0.06286319,0.7327981,138,0.108929224
93,q153,1.5237366,-1.5207312,0.06523442,0.33717376,153,0.08722975
94,q163,2.6444838,-0.67405564,0.15538335,0.7922202,163,0.27848116
95,q169,2.2198887,-1.1028091,0.120138645,0.65068746,169,0.19831136
96,q177,4.0161934,0.0651832,0.18734773,0.94573605,177,0.36452922
97,q23,2.8102388,0.688082,0.110222846,0.72792757,23,0.19045709
98,q44,2.7369947,-0.7795524,0.15999457,0.8107485,44,0.28970996
99,q58,2.8804293,-0.53428465,0.16855174,0.8409725,58,0.3102991
100,q63,3.8499606,0.1642527,0.1748405,0.92916805,63,0.3372967
101,q75,1.3852751,-1.4844469,0.05945462,0.28942066,75,0.07666201
102,q86,2.9784389,-1.2892126,0.16005015,0.83577657,86,0.29381633
103,q88,4.107376,0.7093995,0.13271031,0.90633893,88,0.2529908
104,q90,3.6209846,1.3647097,0.07864531,0.74415743,90,0.13716981
105,q94,2.9906354,-0.0061083585,0.15732387,0.8401573,94,0.28950065
106,q117,2.9970384,0.03798054,0.15532163,0.8381644,117,0.28550667
107,q119,4.258885,1.027254,0.107578814,0.88189465,119,0.20245199
108,q122,4.2128983,1.2318363,0.09175335,0.84664786,122,0.16943613
109,q175,3.212373,1.5163846,0.066427335,0.6387747,175,0.108859435
110,q180,3.89955,0.28930852,0.1657179,0.9251614,180,0.3190337
111,q181,3.4761171,0.7860101,0.11717122,0.8276979,181,0.21415359
112,q53,4.1909637,0.6520598,0.13885388,0.91848093,53,0.2663885
113,q73,1.7151268,-1.4511575,0.07772112,0.42100143,73,0.11044182
114,q76,3.150908,-0.64593524,0.18447742,0.8850587,76,0.34775075
115,q83,2.9930747,-1.3791589,0.15662253,0.8319535,83,0.2869252
116,q95,2.3320293,0.78767794,0.0919808,0.5958402,95,0.14678666
117,q113,3.044425,0.74063987,0.11219855,0.7654606,113,0.19808212
118,q134,1.7164295,-1.2309312,0.08566046,0.44996613,134,0.12420477
119,q141,1.57216,-1.6143064,0.06438136,0.34272313,141,0.086446345
120,q164,1.9031109,-0.5037707,0.11226225,0.57297474,164,0.17658567
121,q167,2.5186954,-0.06347515,0.13913608,0.74807096,167,0.24321973
122,q174,3.2556198,1.3339149,0.077085756,0.68932843,174,0.13022316
123,q178,4.1981115,1.2948326,0.08722742,0.83430326,178,0.16000155
124,q2,1.0095197,-0.5497866,0.058311403,0.21623021,2,0.07092009
125,q14,3.0884697,0.5430216,0.12674029,0.8021401,14,0.22840376
126,q18,4.329477,1.3511096,0.084058024,0.8386738,18,0.15455529
127,q24,3.0964541,-0.0034348518,0.16140059,0.8567591,24,0.299682
128,q28,3.5483382,0.49427155,0.14113295,0.873598,28,0.2644264
129,q50,2.4403315,-0.68560654,0.1431587,0.7410537,50,0.24924698
130,q52,3.3328114,0.7253236,0.11912502,0.81583565,52,0.21631147
131,q108,3.3203804,-0.21884274,0.18134785,0.8978894,108,0.34417814
132,q109,3.1585417,-0.37083814,0.17974079,0.8822685,109,0.3383204
133,q171,3.973522,0.83828896,0.12014566,0.87941974,171,0.22580414
134,q71,2.6894472,-0.51405823,0.15777138,0.8027979,71,0.2844299
135,q77,3.702545,-1.044124,0.21413672,0.9416726,77,0.4157834
136,q107,3.7250326,0.096957915,0.17657977,0.92294335,107,0.3395529
137,q112,2.69279,-0.62166286,0.15835753,0.8035612,112,0.2856075
138,q140,1.3650512,-1.1272819,0.068790376,0.32034487,140,0.090827025
139,q158,2.0300434,-0.020284854,0.114177555,0.60513705,158,0.18327063
140,q165,3.113171,-1.3142229,0.1674487,0.8591387,165,0.31131035
141,q43,2.5234928,0.49717376,0.1133603,0.69168234,43,0.19176961
142,q81,1.071725,0.26668933,0.059508324,0.23297435,81,0.07337223
143,q97,3.509053,0.08096411,0.17103668,0.90353906,97,0.325575
144,q110,3.8181188,1.1793191,0.09253575,0.80914426,110,0.16741052
145,q120,4.2504234,-0.17317623,0.21317494,0.96597093,120,0.41909575
146,q121,1.2039235,-1.3102733,0.055213094,0.24109226,121,0.06852454
147,q154,3.2471733,-0.081056885,0.17147133,0.88248,154,0.32279134
148,q10,1.5975081,-0.042830013,0.092066824,0.45023054,10,0.13351813
149,q35,1.9106686,0.5275682,0.090408504,0.51084125,35,0.1365929
150,q78,3.300434,1.4793314,0.06921807,0.66400445,78,0.11517917
151,q42,4.279397,1.3039073,0.08704667,0.8415509,42,0.16030087
152,q66,3.8950791,-0.48409718,0.21829304,0.9544241,66,0.4266372
153,q82,2.899763,-1.2834989,0.15533054,0.8201232,82,0.2827207
154,q92,3.0992117,-0.9796246,0.17858285,0.8725747,92,0.3344097
155,q111,3.2157145,0.2058028,0.15320489,0.8584626,111,0.28472555
156,q116,3.2961414,-0.2946601,0.18354589,0.89772195,116,0.34831908
157,q3,4.2954297,0.42088196,0.1616401,0.9431379,3,0.314089
158,q12,3.4465618,0.34821802,0.14992642,0.87595737,12,0.28125557
159,q168,2.7267792,-1.3236438,0.14260447,0.77709496,168,0.2534217
160,q49,4.129861,0.8154076,0.12385851,0.8967613,49,0.23493002
161,q55,2.4424362,-1.4710783,0.11807281,0.6809904,55,0.19847926
162,q13,4.181737,-0.04784895,0.201194,0.95922565,13,0.39418444
163,q36,3.908239,0.5072963,0.14721967,0.90884626,36,0.28101972
164,q56,3.5114746,0.3462878,0.15174803,0.88376,56,0.28585687
165,q64,4.065246,1.6766711,0.06317344,0.73973966,64,0.10990535
166,q124,4.361498,1.2959604,0.088021874,0.85138994,124,0.16296281
167,q150,1.9897383,-0.15099129,0.11482203,0.59858865,150,0.1835532
168,q17,3.3016517,-1.0227996,0.19005549,0.9004456,17,0.3611901
169,q31,4.1192317,1.1751288,0.095238,0.84590405,31,0.17580022
170,q47,4.1495504,0.44813964,0.15669245,0.9321721,47,0.30275676
171,q60,4.032351,1.3835839,0.08033122,0.7980977,60,0.1444434
172,q70,3.1826558,0.16945782,0.15445216,0.8567745,70,0.28678283
173,q74,3.1330762,-1.6102498,0.152322,0.83927286,74,0.2801617
174,q79,2.7072048,-0.3021593,0.15535256,0.80231136,79,0.27999368
175,q125,2.120459,0.6388478,0.09301174,0.56036913,125,0.14513265
176,q135,3.4674466,0.9179247,0.10725426,0.8059335,135,0.19369406
177,q136,4.3039365,1.4211816,0.079291984,0.82321763,136,0.14456655
178,q139,4.1380353,1.5196995,0.07240075,0.78392994,139,0.12915787
179,q157,1.7939923,-0.8696146,0.10065764,0.5155073,157,0.15254739
180,q176,3.5122535,-1.2416832,0.19617581,0.91885227,176,0.37643242
181,q182,3.5235238,-1.2244258,0.19758123,0.9206621,182,0.3794868
