,item_id,disc_0,diff,margin,kappa,question_id_num,adv_score
51,q51,4.3263025,1.0939398,-0.032228015,0.45694977,51,-0.0469546
9,q52,4.402357,0.7822847,-0.041949663,0.5342836,52,-0.06436268
52,q53,4.1661463,0.3503399,-0.061612338,0.62713957,53,-0.100251876
82,q54,3.4876256,-0.32095265,-0.09775518,0.73362935,54,-0.16947125
61,q55,0.76636565,-1.6208653,-0.020189226,0.10409886,55,-0.0222909
10,q56,3.8987675,-0.0036828816,-0.08118323,0.69462776,56,-0.13757536
32,q57,4.3537936,0.9317797,-0.037072226,0.49635231,57,-0.05547311
33,q58,3.7776952,0.44474918,-0.05901879,0.58390707,58,-0.09348028
34,q59,4.2116575,1.2311573,-0.028964493,0.41974503,59,-0.041122194
11,q60,3.7752128,0.7351002,-0.046849146,0.5132947,60,-0.070896566
53,q61,4.335865,1.2030797,-0.02916709,0.4323389,61,-0.04177716
92,q62,3.025217,-0.48077005,-0.09984988,0.7204516,62,-0.17178689
111,q63,4.031658,0.19886178,-0.06987956,0.6560327,63,-0.115722835
117,q64,3.78191,0.3414529,-0.06381063,0.6088948,64,-0.1026646
120,q65,2.0136735,-0.85332334,-0.078267425,0.5825956,65,-0.12386568
12,q66,4.313328,0.7725429,-0.04281545,0.5325282,66,-0.065615885
13,q67,4.2199326,1.3198936,-0.026688749,0.4002667,67,-0.037371363
62,q68,4.3600726,-0.06657907,-0.08275464,0.7295319,68,-0.14312679
63,q69,4.291913,1.0519559,-0.033627085,0.46505094,69,-0.049265392
118,q70,2.9297636,-0.346261,-0.09313701,0.685959,70,-0.15702517
64,q71,3.900939,-0.3529351,-0.10096811,0.76570874,71,-0.17828026
54,q72,4.3957973,0.93723613,-0.03667188,0.49703014,72,-0.05489891
116,q73,4.23149,1.3687866,-0.02547742,0.3900721,73,-0.035415452
35,q74,4.228171,0.5691563,-0.05134782,0.57763183,74,-0.08100795
102,q75,1.7625375,-1.1577021,-0.0658741,0.51455706,75,-0.099770084
119,q76,3.1020947,-0.04607223,-0.08196075,0.645216,76,-0.13484314
112,q77,4.1056104,-0.064074025,-0.083884366,0.7180796,77,-0.14412001
83,q78,2.9043987,-1.2029505,-0.1125882,0.7977052,78,-0.20240039
14,q79,4.378057,0.4902674,-0.05384361,0.6033692,79,-0.08633119
36,q80,4.155716,0.5257221,-0.053626597,0.5846504,80,-0.08497941
65,q81,3.494803,-0.2953838,-0.09648821,0.7292678,81,-0.16685395
15,q82,4.2060404,-0.24167916,-0.09396535,0.7589133,82,-0.1652769
109,q83,3.8518782,-0.13832797,-0.08874071,0.7207067,83,-0.15269673
16,q84,4.259077,1.3426552,-0.025985967,0.39722127,84,-0.036308147
37,q85,2.516448,-1.6203523,-0.090981185,0.74932903,85,-0.15915604
38,q86,4.3319993,0.8347574,-0.04047536,0.5184639,86,-0.061460372
17,q87,3.1406732,-0.9175479,-0.116306305,0.7967055,87,-0.20896818
93,q88,4.317033,0.8556641,-0.039828178,0.51275337,88,-0.06025021
103,q89,4.0340605,0.7895699,-0.04365309,0.5145494,89,-0.06611476
76,q90,4.088462,-0.2653903,-0.09572467,0.75832343,90,-0.16831493
18,q91,4.1670523,0.9469606,-0.03752362,0.4836166,91,-0.055670664
39,q92,4.0828457,0.031671315,-0.078592084,0.6962826,92,-0.13331439
113,q93,4.1310186,1.3053651,-0.027395401,0.39891106,93,-0.038323727
94,q94,4.295619,1.2821782,-0.027310112,0.41249847,94,-0.038575493
19,q95,4.2174177,0.7886279,-0.04275278,0.5240727,95,-0.065158345
84,q96,3.9931252,-0.50037706,-0.10968995,0.79677,96,-0.19708762
66,q97,4.1759734,0.5195373,-0.053782515,0.5871217,97,-0.0853594
67,q98,4.380357,0.009478673,-0.078234546,0.7140765,98,-0.1341
95,q99,4.075062,-0.25200826,-0.094957024,0.75508523,99,-0.16665767
85,q100,3.5972955,-0.84993225,-0.12392259,0.8270646,100,-0.22641456
20,q101,4.3569846,0.74414736,-0.0436184,0.54138047,101,-0.06723255
40,q102,4.029477,-0.043596312,-0.083005555,0.71004295,102,-0.14194307
77,q103,1.8836718,-1.4778972,-0.06565523,0.5570976,103,-0.10223161
68,q104,1.9463979,-1.0511782,-0.07480073,0.5744436,104,-0.11776953
110,q105,3.2338862,-0.59837425,-0.10782921,0.761047,105,-0.1898923
41,q106,3.0729823,-1.2830656,-0.11908144,0.82623637,106,-0.21747085
55,q107,3.2966604,0.07074848,-0.0773336,0.6374155,107,-0.12662724
78,q108,4.280298,0.9365311,-0.03729945,0.49170578,108,-0.055639807
106,q109,4.3779297,0.74756557,-0.04336853,0.5415128,109,-0.06685314
56,q110,4.1201982,1.1324363,-0.03205633,0.43764502,110,-0.046085622
69,q111,1.6958196,-1.5829062,-0.055279434,0.47817117,111,-0.08171246
122,q112,0.98004174,-1.7928233,-0.024641633,0.16240698,112,-0.028643604
96,q113,0.5716343,-1.9334314,-0.011729658,0.046451986,113,-0.012274524
21,q114,1.1082962,-1.609966,-0.031796455,0.22420716,114,-0.03892545
86,q115,3.3174868,-0.7657319,-0.11568752,0.793759,115,-0.20751552
22,q116,1.1144472,-0.9545958,-0.041016757,0.25832152,116,-0.05161227
121,q117,1.8940758,-1.0837785,-0.072317064,0.5587852,117,-0.11272677
79,q118,2.617247,-1.3293915,-0.100535214,0.7595499,118,-0.17689672
23,q119,3.5627463,-0.85648483,-0.123595804,0.82553434,119,-0.22562839
42,q120,2.053595,-1.3770642,-0.07514608,0.61716765,120,-0.12152381
87,q121,4.234998,0.3266905,-0.062356673,0.6359155,121,-0.10201025
24,q122,4.2519374,0.77467436,-0.043078236,0.5291059,122,-0.06587119
43,q123,4.4079003,0.93977255,-0.03652522,0.4969929,123,-0.054677993
123,q124,1.0091605,-1.2439504,-0.033486843,0.20680833,124,-0.040412202
124,q125,2.3865688,-1.4013088,-0.08950895,0.7124791,125,-0.15328221
